,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
1106203543388094548,5189433264884433830,-7564569805639737618,-6076367233589223323,3562616807243819955,1.306706744219889e+18
1107739178195154647,-3864069617285644895,-8763351865833452031,7655627888058923987,-4333056764244640444,-4.974757204495954e+18
1114791714656282929,-8343581376353287618,34557439830244258,-2766592729910903198,1061238072586805321,-9.731312326032023e+17
1115750778137998115,378386436485699053,-3285620956704836473,967143806332397325,6541551984368289722,4.546206336477095e+18
1116363438212354892,4999440443052714243,3470393457385461859,6419848550542384295,-5678159351655490918,-2.430153190648596e+18
1117455951802655890,967143806332397325,-340541651592032197,-3285620956704836473,4333668738649701866,4.546206336477095e+18
1118048247334038458,8690601908689146128,3382511589554885024,5913609969272242724,8210960017870928723,4.579557799493615e+18
1120323498091467525,-2747266787901704910,-6457517220721978,-42126282997118624,-450825503558460924,2.704436934348861e+17
1128840733277618400,5092635400707338872,5684817723169964056,4877833951599818487,-8615008595949058842,2.6258839331303613e+18
1137471872769164371,7024819429467163565,1662917027785920354,8754824745136110042,9217155070834564627,-1.1376027008036015e+18
1146823593746606655,-5622405819042018718,-6115752106105570167,8038154459609789205,-6727357771678896471,-4.33635521939642e+18
1158279435862414346,-6359164149051198083,7078276984547732873,3196303498841885455,2156244701966673186,-3.612149709424815e+18
1173658987415870390,-3351990231604537690,4894833130708450490,-2088615309014484136,-6859363289291329827,7.609069906483592e+18
1177957942021788639,1662917027785920354,-7043209138459666190,-5181489804915739633,-1137602700803601559,-4.233809085822159e+18
1179017557429431126,5314107418764884230,-2423593292146522678,-7126520323752764957,444378495316508239,-7.62043837147145e+18
1179326165172129711,3823268327704412514,-273156842634169039,5191381587333696286,2293315701090958124,4.2352124840481644e+18
1181735998104559604,5761988486867612282,8712996026808754180,-5055745575969002313,-1073835383506921412,-6.79806349159286e+18
1184320069221244535,8384349834972693428,8931755432090459041,7778744448313924630,5271205718596251417,8.340838192486392e+18
1220948775534529013,6847460841437230342,8596997246990922861,9151634133568930081,-7384231993217222764,3.779639438468811e+18
1233935898842140014,1737303669706106633,-1181242543195516037,2103268612948910635,-5823398424129440733,-1.447641181396994e+18
1252762949661329700,-2217888411555964341,-6400214860728938634,-9172673334835262304,6607431762270322325,4.1064976961548984e+18
1266958185239582088,-3513353119850106583,3618205920179577598,-2539915991213675511,1828340614995116767,-1.6763784654824205e+18
1283472251609674486,2156244701966673186,4716135688735489427,-7217198366041991957,7851022564818849560,4.00125073514834e+17
1286494666178127087,-1104501717379772664,-229081393244987789,-2697906762425596568,2285392309373358857,-3.295913657316686e+18
1286723199785027310,4544213501105457932,8968837261991914049,-637050915727878966,-3622715112759104312,5.111115201913219e+18
1306706744219888810,-1802980374508081539,-456574518348806233,-7356135999773525293,-4187268503708157132,1.4339518034384484e+18
1314740759271289025,-7193893108516217330,6658257247913756761,1003778007373126185,6798386551136144335,3.633037241382084e+17
1317782055909095806,-329139582593571060,-5691008411030226594,-3645539449929727083,-4975645025178552956,-8.700857105739861e+18
1318981494172475806,786135087362634258,7973573994178035769,-7685837606421530296,-6192959589652486637,6.090517797383271e+18
1328618437884612347,-2400879112398974660,409265364477466508,1751822544912242581,-5017021199558167721,4.5553391167515796e+18
1331356827163029243,-8728075196312712282,2824996248683640175,3742318026370211556,5191381587333696286,7.216750853471801e+18
1333053624108726661,6524157088939139948,4579392053042969226,-1683903891018782242,-2860224288374811338,5.558603035498265e+18
1339353160969606996,786135087362634258,4151147085496712967,-7685837606421530296,7973573994178035769,-6.192959589652486e+18
1348739322889189648,-5283011611531067471,-1630229587164086350,-6999287066519531005,4555339116751579515,-5.017021199558168e+18
1349971382589894814,-5715266554592745669,8844011188151156774,3609315114795782005,4544213501105457932,8.968837261991914e+18
1354035119798779232,5688279681867464747,1431351528207086249,7973573994178035769,-1804728901674946596,-1.8682971955904312e+18
1356221992133852808,8413971365124666862,6045455576279706291,-2118981143119783447,4084131344684656470,-1.9172026885591718e+18
1362186507591814859,6984066580750577207,4119190424078847945,8326017498198914888,-3622715112759104312,2.6330338541188516e+18
1362723651715193305,-7454907763335725103,-6510151088126868601,1362723651715193305,3465127447598546258,4.3031426775814794e+18
1379546145237381445,-1165347641456093580,2668385070649954934,-8277924497842156608,3598164602856140626,-2.38170164287271e+16
1392715980907132808,7359520440231676934,-3528088210002754978,4988225165850707692,-6772450850499951060,7.655627888058924e+18
1403599387299754918,1649752043999819668,1012456848389051365,-8937070974333045193,-1839591250599587429,-3.3074132590923525e+18
1415230502586719648,-7620438371471449873,-2423593292146522678,1179017557429431126,5314107418764884230,2.2715923360484255e+18
1423541364223434892,-3622715112759104312,5111115201913219115,-2440547657721869309,657779080033041603,4.544213501105458e+18
1431351528207086249,1431351528207086249,-1868297195590431285,-7900768082301348135,4463025528374352465,-6.878119266243511e+18
1432311799980176241,7965539599896143226,-5847687782206566321,-7124339858992523617,-5319401396891346003,1.954991916791272e+18
1433393829724383645,-8279505492976427918,3799414975499163376,-2097626568191556277,-6184570078369383337,-7.58552544606217e+18
1433951803438448289,1433951803438448289,8219310215587599928,-456574518348806233,8381798621267347902,-7.356135999773525e+18
1434312143013787309,1964631817676172382,-2034054811536485879,-3404981437157985820,1339353160969606996,4.151147085496713e+18
1436883058900979473,-746073086109727488,3273084325487543386,-4770861947600256785,5293701842202310496,4.419562057180693e+18
1440793148901830221,1021466437456217445,8527071648070448758,-5331421579623797776,8200662919796009914,-2.587745393898246e+18
1441248639512899483,-7539387928750597096,4045164454094417310,-6941221957775073810,-5784991738549272379,-4.3368774325399634e+18
1449689399273695199,-3622715112759104312,5111115201913219115,-2440547657721869309,-2871347907044769386,4.544213501105458e+18
1450769039556893440,3116298625885250927,-3351652027149912881,7104734618727920421,8926283897590637985,-1.1192442413455347e+18
1457728991321948254,-254088699629065171,4119190424078847945,-7101541512657907485,-6725796505137573953,6.484776051882278e+18
1459131257418324496,-4126288159365354498,-2871288807409592,-7193893108516217330,9032993320407723266,4.866620033136147e+18
1468327003955810686,2474876390020567211,8181531374206668183,-5314778455998444995,5947470908330062710,-4.5759434177658993e+18
1469580151036142903,-8627051188605351707,8869347744613364434,569574447134368517,-7294716554902079523,-6.6235813275588e+18
1485652648052127324,-44082375822273498,5658615529969625284,4333668738649701866,-2375266175756882986,-6.651333707067617e+18
1487738553913510703,3761187656635209729,-8980834789053459155,-4187268503708157132,1433951803438448289,-4.3163949550332626e+18
1496653703915349161,6377566860234930618,4909630283317268181,-2271868873349907631,-7527881206365368,-6.584408680441478e+18
1507299850679912107,4702453495211185350,-7539387928750597096,-7977868424702448788,-9076501258717815738,7.915650190943925e+18
1515492713000932747,-8908991577172785311,7446166231252589534,-3662111110237135231,3582716808949240433,6.850500272809382e+18
1525777409079968377,6987435400166905688,-2423593292146522678,524776334673868069,-5181489804915739633,5.092635400707339e+18
1525988103928186217,5998661158461710046,4785499183287168509,-6644783190271298310,8789407896263306493,1.6178430822338554e+17
1532206435917316688,-5954724412982705962,-340541651592032197,515531013045220470,-3854488592949785912,6.650072898902843e+18
1536798472239364319,1536798472239364319,163780025692404854,4315784099325221836,-9099155556042679205,4.59713902428719e+18
1537717759622831344,8219310215587599928,7420742904084384944,9128267824356972069,8381798621267347902,-7.356135999773525e+18
1540456027678548167,8295457724580096419,5834671664627894569,-8980834789053459155,8433131156569129937,-5.570256785328463e+18
1542516532533301214,-7292285110016212249,-5702535287667979261,2335028422423709400,2313825045587317872,8.298709454703869e+18
1544550983918141657,2885511262558254418,9032993320407723266,7124632953201847659,-2871288807409592,-6.634868367571835e+18
1547036706250649420,2271793263120018251,-8009994379436553252,7420742904084384944,-7356135999773525293,-1.8029803745080817e+18
1549650080907932816,6304895356046683527,5250363310227021277,-3404981437157985820,-8369610219380465981,-9.033211547111606e+18
1553114235264483780,-6394075099886393346,1828340614995116767,-8502883448980287228,3562616807243819955,7.207514472495383e+18
1554619040289415222,-8343581376353287618,34557439830244258,1061238072586805321,-7155846267321183721,1.971653634364578e+18
1556878199027930272,4891164246772479976,-6878119266243511199,6237433897543964784,2124033843135988844,7.578709204835512e+18
1561244083438776495,-3678789633202302491,1828340614995116767,-5160830061297425098,-115909536143817330,-8.502883448980287e+18
1567984561327445971,-4575943417765899041,8181531374206668183,3884256359744615997,5947470908330062710,-5.314778455998445e+18
1577045425286888616,4109366816886873672,-6124198068300347794,-2314360211211303885,6643427232964983922,2.719909253419802e+18
1580124381109623727,54211792749134075,3779639438468810958,-4037032837327175755,-3348652277274905234,8.786528563105606e+18
1582315529508020223,34557439830244258,-8343581376353287618,-973131232603202326,1061238072586805321,1.1147917146562829e+18
1586004000405879970,-4917007328809735647,-4110354420726924665,-8445686000003509032,4804093434821394840,4.2352124840481644e+18
1590841424376000970,-8615957592921855596,444378495316508239,-4338308747999225618,6514150672874342131,-9.055044275358687e+18
1592600391233958243,8120046881003900118,2879555397105020076,-8194774279664546436,-8980834789053459155,6.309804346176213e+18
1595230810451459837,-3697359635590244386,4533807694984784858,-8520302351158933500,-4187268503708157132,9.128267824356973e+18
1618055575277164008,-48842168049882829,-1178371721262103855,-4507929853521434970,4915137112517573184,2.602221055863892e+18
1619468327065509360,2847365042071859088,-2587745393898245957,8946250624470221174,5817939718364925129,-7.766518409111703e+18
1632166079091127830,-7509877147979461087,-2879657397552025078,6984066580750577207,4338940510328721138,1.7298925293603904e+18
1639450243805666792,8160885002406274828,-5521549171704079872,-4248528062574538011,-3265730906936163775,2.8415450355707935e+18
1642787330067525131,6943483335823457240,-3258959365023720872,-5843518165523212471,-8677396111092711799,8.074780316213343e+18
1649085803937938638,2888507406903473601,4296604388230897073,-1470592927114056630,-5799839529845993396,-4.872447160271267e+18
1649752043999819668,1403599387299754918,2415534163825594672,-3944300307678659798,-6840859460575237450,-3.3074132590923525e+18
1653300339718932603,-3699283667575074041,1554619040289415222,967143806332397325,6650072898902843826,-8.343581376353287e+18
1662917027785920354,-5181489804915739633,-1137602700803601559,8836508987743809103,-4485188959476061019,1.1779579420217887e+18
1665726676688122621,2081512200574495983,-3699283667575074041,-43795168179752761,3380406830501456504,-6.643406494673362e+18
1674373276159762025,-2136400115854451336,2313825045587317872,-3513515650250501785,8298709454703868984,7.905485530310717e+18
1681163606115593313,-6546787050052580484,-5000193502203199335,186710613029854965,-5954724412982705962,-7.638840925036529e+18
1688185960300227694,-9184137057748005562,4235212484048164433,5322532051893153382,-273156842634169039,2.379460324923679e+18
1698483880714927645,-1637159115260338032,4597139024287190193,-3114161754347804356,-2990485643677949494,-7.246992181701069e+17
1719976830095479814,-6180514744351188891,1719976830095479814,-894273917655637623,-5345231991504930502,-1.6381223535996157e+18
